May 01, 2017 09:19:26:308000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:26:315000	127.0.0.1-9557	[519, 84]
May 01, 2017 09:19:26:318000	127.0.0.1-9557	[(516, 80), (523, 67), (539, 75), (519, 84), [640, 480]]
May 01, 2017 09:19:27:370000	127.0.0.1-9557	Keep walking until very close to table
May 01, 2017 09:19:28:830000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:28:834000	127.0.0.1-9557	[480, 55]
May 01, 2017 09:19:28:845000	127.0.0.1-9557	[(480, 52), (484, 36), (495, 47), (480, 55), [640, 480]]
May 01, 2017 09:19:29:320000	127.0.0.1-9557	mask sizes
May 01, 2017 09:19:29:325000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:29:356000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:29:360000	127.0.0.1-9557	130
May 01, 2017 09:19:29:376000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:29:384000	127.0.0.1-9557	126
May 01, 2017 09:19:29:387000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:29:392000	127.0.0.1-9557	126
May 01, 2017 09:19:32:702000	127.0.0.1-9557	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:19:34:121000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:34:124000	127.0.0.1-9557	[488, 35]
May 01, 2017 09:19:34:133000	127.0.0.1-9557	[(488, 32), (496, 16), (504, 24), (488, 35), [640, 480]]
May 01, 2017 09:19:36:341000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:36:344000	127.0.0.1-9557	[407, 40]
May 01, 2017 09:19:36:355000	127.0.0.1-9557	[(404, 36), (416, 20), (427, 23), (407, 40), [640, 480]]
May 01, 2017 09:19:37:253000	127.0.0.1-9557	Keep walking until very close to table
May 01, 2017 09:19:38:782000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:38:784000	127.0.0.1-9557	[520, 35]
May 01, 2017 09:19:38:787000	127.0.0.1-9557	[(520, 32), (528, 12), (539, 27), (520, 35), [640, 480]]
May 01, 2017 09:19:39:423000	127.0.0.1-9557	mask sizes
May 01, 2017 09:19:39:425000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:39:498000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:39:505000	127.0.0.1-9557	130
May 01, 2017 09:19:39:510000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:39:512000	127.0.0.1-9557	126
May 01, 2017 09:19:39:515000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:39:517000	127.0.0.1-9557	122
May 01, 2017 09:20:00:567000	127.0.0.1-9559	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:20:01:807000	127.0.0.1-9557	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:20:01:855000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:01:862000	127.0.0.1-9559	[164, 27]
May 01, 2017 09:20:01:868000	127.0.0.1-9559	[(160, 12), (163, 11), (171, 15), (164, 27), [640, 480]]
May 01, 2017 09:20:03:199000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:03:200000	127.0.0.1-9557	[416, 163]
May 01, 2017 09:20:03:202000	127.0.0.1-9557	[(415, 159), (419, 143), (435, 151), (416, 163), [640, 480]]
May 01, 2017 09:20:03:935000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:03:950000	127.0.0.1-9559	[124, 35]
May 01, 2017 09:20:03:954000	127.0.0.1-9559	[(116, 24), (120, 20), (131, 31), (124, 35), [640, 480]]
May 01, 2017 09:20:04:329000	127.0.0.1-9559	Keep walking until very close to table
May 01, 2017 09:20:05:242000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:05:248000	127.0.0.1-9557	[416, 163]
May 01, 2017 09:20:05:250000	127.0.0.1-9557	[(415, 159), (419, 143), (435, 151), (416, 163), [640, 480]]
May 01, 2017 09:20:05:617000	127.0.0.1-9557	Keep walking until very close to table
May 01, 2017 09:20:05:720000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:05:722000	127.0.0.1-9559	[116, 15]
May 01, 2017 09:20:05:724000	127.0.0.1-9559	[(112, 4), (112, 4), (123, 15), (116, 15), [640, 480]]
May 01, 2017 09:20:06:012000	127.0.0.1-9559	mask sizes
May 01, 2017 09:20:06:013000	127.0.0.1-9559	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:20:06:047000	127.0.0.1-9559	left value Y
May 01, 2017 09:20:06:051000	127.0.0.1-9559	122
May 01, 2017 09:20:06:054000	127.0.0.1-9559	left value Y
May 01, 2017 09:20:06:056000	127.0.0.1-9559	122
May 01, 2017 09:20:06:059000	127.0.0.1-9559	left value Y
May 01, 2017 09:20:06:061000	127.0.0.1-9559	122
May 01, 2017 09:20:06:985000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:06:987000	127.0.0.1-9557	[551, 164]
May 01, 2017 09:20:06:990000	127.0.0.1-9557	[(548, 144), (560, 140), (567, 151), (551, 164), [640, 480]]
May 01, 2017 09:20:07:198000	127.0.0.1-9557	mask sizes
May 01, 2017 09:20:07:204000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:20:07:255000	127.0.0.1-9557	left value Y
May 01, 2017 09:20:07:257000	127.0.0.1-9557	314
May 01, 2017 09:20:07:259000	127.0.0.1-9557	left value Y
May 01, 2017 09:20:07:261000	127.0.0.1-9557	306
May 01, 2017 09:20:07:265000	127.0.0.1-9557	left value Y
May 01, 2017 09:20:07:266000	127.0.0.1-9557	282
May 01, 2017 09:20:11:509000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:11:511000	127.0.0.1-9557	[548, 163]
May 01, 2017 09:20:11:513000	127.0.0.1-9557	[(548, 160), (552, 144), (571, 151), (548, 163), [640, 480]]
May 01, 2017 09:20:11:536000	127.0.0.1-9557	mask sizes
May 01, 2017 09:20:11:539000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:20:11:545000	127.0.0.1-9557	left value Y
May 01, 2017 09:20:11:547000	127.0.0.1-9557	330
May 01, 2017 09:20:11:551000	127.0.0.1-9557	left value Y
May 01, 2017 09:20:11:555000	127.0.0.1-9557	330
May 01, 2017 09:20:11:558000	127.0.0.1-9557	left value Y
May 01, 2017 09:20:11:561000	127.0.0.1-9557	322
May 01, 2017 09:20:27:442000	127.0.0.1-9559	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:20:30:191000	127.0.0.1-9559	Keep walking until very close to table
May 01, 2017 09:20:31:482000	127.0.0.1-9559	mask sizes
May 01, 2017 09:20:31:486000	127.0.0.1-9559	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:20:31:508000	127.0.0.1-9559	Y values left mid right
